arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
10,913,0,7,45,28,6,1,1,2023,1
10,863,1,14,46,1,6,3,0,2024,0
10,275,2,17,28,16,6,4,1,2024,1
9,643,2,5,63,19,1,4,1,2023,1
7,550,0,21,33,24,8,3,1,2024,1
8,682,1,4,27,23,2,4,0,2024,1
6,885,0,7,20,5,5,4,0,2024,0
6,238,1,6,35,28,5,3,1,2024,0
5,322,1,18,32,12,5,3,1,2024,1
4,961,0,25,50,6,8,4,2,2024,1
8,930,0,25,45,1,8,3,0,2024,1
12,320,0,27,20,20,3,4,0,2024,1
11,128,0,2,25,13,0,2,2,2023,1
6,977,0,24,22,9,3,3,2,2024,1
6,750,0,6,33,22,2,3,2,2024,1
7,190,0,1,38,19,5,4,1,2024,1
3,595,0,2,22,7,8,4,1,2024,1
9,239,1,7,46,28,0,4,2,2023,1
10,111,0,12,38,1,6,3,2,2024,1
12,248,0,29,30,12,0,3,1,2024,1
11,827,1,27,62,10,8,4,1,2024,1
12,145,0,25,24,24,5,4,1,2024,1
6,792,0,14,29,21,1,4,0,2024,0
10,445,2,22,18,20,0,4,0,2023,1
5,484,0,19,49,17,7,2,2,2024,1
11,644,1,15,45,30,4,4,0,2024,1
8,700,0,22,62,23,2,2,2,2024,1
12,155,0,30,23,23,9,3,2,2023,1
1,803,0,15,62,21,1,4,1,2024,1
8,501,0,2,50,6,0,4,2,2024,0
7,918,2,13,58,29,10,4,2,2023,0
2,553,0,5,19,21,3,4,0,2024,1
3,130,0,13,30,1,9,4,0,2024,1
2,677,2,26,52,27,9,1,1,2024,1
4,858,2,5,22,28,0,4,1,2024,1
7,284,1,15,53,9,5,4,1,2024,1
6,994,0,14,33,24,2,3,2,2024,1
10,809,0,18,55,23,1,3,0,2023,1
3,180,0,27,43,2,8,4,0,2024,1
7,171,0,25,64,4,9,3,0,2023,0
4,649,0,23,30,3,7,4,2,2024,0
8,500,0,19,57,7,8,4,1,2024,0
9,331,1,16,29,14,2,3,0,2024,0
8,565,0,1,26,12,0,3,2,2024,1
5,486,0,24,30,29,2,2,2,2024,1
11,306,0,3,37,14,5,3,2,2024,0
6,666,0,9,62,1,9,4,2,2024,0
5,857,0,20,34,14,1,3,1,2024,0
11,906,1,5,48,27,6,4,0,2024,0
10,253,0,13,47,25,5,4,1,2024,1
8,420,0,25,52,11,3,4,2,2023,0
4,444,0,6,51,29,2,3,0,2024,1
4,698,1,10,58,13,3,4,2,2024,1
9,258,1,17,36,23,5,4,0,2024,1
11,918,2,21,64,23,8,4,0,2024,1
7,808,1,14,52,28,0,4,2,2024,1
4,876,0,8,60,15,5,4,0,2024,0
7,506,0,1,62,21,6,3,1,2024,0
8,907,0,14,36,11,0,4,2,2024,0
10,815,0,1,19,22,7,4,0,2024,0
5,917,0,10,30,29,0,4,0,2024,1
5,653,1,21,29,8,9,4,1,2024,1
8,918,2,12,32,9,3,4,0,2024,1
6,280,0,13,59,21,5,4,1,2024,1
10,977,2,28,53,4,9,3,1,2024,0
5,264,1,2,37,16,1,3,0,2024,1
9,208,0,17,33,10,0,3,2,2023,1
10,773,1,31,35,6,8,4,2,2023,1
4,118,0,27,61,11,3,4,0,2024,0
11,454,0,1,46,5,0,3,1,2024,0
10,740,2,27,18,23,5,4,2,2023,1
9,584,1,13,19,27,6,4,2,2024,1
10,613,1,3,32,22,8,4,1,2024,1
8,706,0,23,63,30,3,4,0,2024,0
9,710,0,24,35,22,10,3,1,2023,1
4,751,0,22,29,7,6,3,2,2024,1
8,291,0,30,56,3,1,4,1,2024,0
5,393,0,19,38,27,5,3,1,2024,0
7,302,0,5,25,5,10,4,2,2023,0
10,214,1,17,55,14,5,4,2,2024,0
3,685,0,16,33,12,6,2,1,2024,1
8,688,1,14,50,28,0,4,1,2024,0
10,193,0,18,48,13,3,4,0,2024,0
5,471,1,15,28,12,9,4,2,2024,1
10,553,0,7,28,12,2,4,1,2024,1
7,306,0,2,35,4,0,4,2,2024,0
4,755,2,29,22,26,1,4,0,2024,1
12,427,0,30,29,7,10,4,1,2024,1
9,327,2,17,19,24,7,4,0,2023,1
9,897,0,23,45,1,4,3,0,2023,0
3,202,0,31,26,4,2,2,1,2024,1
9,781,0,8,60,30,9,4,1,2024,0
10,729,0,9,21,26,1,3,0,2023,0
8,990,2,27,24,26,10,4,0,2024,1
4,908,0,19,21,11,4,3,1,2024,0
3,305,1,17,57,4,10,4,1,2024,1
6,865,1,19,36,24,1,4,2,2024,1
9,786,0,11,40,26,9,3,0,2023,1
9,283,0,21,46,16,3,3,0,2023,1
2,748,0,13,46,2,2,4,1,2024,1
10,757,0,13,19,5,4,3,1,2024,1
4,652,0,15,55,7,4,4,0,2024,0
2,893,1,6,21,24,4,4,2,2024,1
8,171,2,21,24,29,3,4,0,2024,1
12,917,0,16,41,21,3,4,2,2024,0
8,289,1,10,28,15,2,4,2,2024,0
12,263,2,3,58,8,10,4,2,2024,1
1,417,1,4,56,27,1,4,0,2024,1
12,787,1,24,45,15,6,4,2,2023,0
3,776,0,6,24,9,7,4,0,2024,0
7,781,1,9,60,9,0,4,0,2024,1
10,110,1,15,42,11,9,4,2,2024,1
4,441,1,30,26,6,10,4,1,2024,0
10,465,0,16,36,19,7,3,0,2023,1
8,338,1,12,56,13,10,4,1,2024,1
7,938,0,7,45,14,0,2,1,2024,1
1,588,1,31,26,22,9,3,0,2024,1
10,378,0,16,26,11,5,3,1,2023,0
9,424,2,30,38,5,5,4,0,2024,0
7,540,1,23,53,17,9,4,1,2024,1
8,253,1,8,38,1,6,4,0,2023,1
8,255,1,29,33,8,6,4,0,2024,1
11,785,1,6,20,16,7,4,2,2024,1
3,964,3,30,23,16,9,4,1,2024,1
8,110,1,23,50,21,7,4,2,2024,1
2,524,0,13,40,14,10,4,1,2024,1
8,232,0,18,36,25,6,2,2,2023,0
3,965,2,17,18,22,10,4,1,2024,1
3,821,0,13,47,20,3,4,1,2024,0
10,286,1,21,61,28,10,4,2,2024,0
12,781,0,26,39,19,0,3,2,2023,1
9,479,0,23,37,2,4,4,2,2023,0
4,982,0,18,53,15,6,3,1,2024,1
10,183,1,26,47,20,9,4,2,2024,1
9,953,0,7,62,27,10,4,2,2023,0
9,737,0,16,58,4,2,3,0,2024,1
7,173,1,18,29,7,10,2,2,2024,1
10,726,0,5,39,8,2,4,2,2024,1
8,981,2,13,34,22,8,4,2,2023,1
3,240,0,17,19,1,8,4,2,2024,1
11,264,0,20,46,25,5,3,0,2023,1
3,324,2,19,65,24,1,4,1,2024,1
4,178,0,7,45,1,9,4,2,2024,0
8,903,0,25,19,23,10,4,2,2024,0
12,302,1,14,60,22,0,2,1,2024,1
8,351,1,7,42,21,3,3,2,2024,1
8,786,0,3,21,2,8,2,1,2024,1
10,975,0,15,58,13,10,3,0,2023,1
9,361,0,24,18,15,7,3,1,2023,1
12,234,0,29,58,18,8,3,0,2023,1
11,185,0,23,59,19,0,3,1,2023,1
2,729,0,28,53,10,0,4,1,2024,0
5,532,1,30,33,14,7,4,1,2024,1
3,631,1,1,28,4,4,2,1,2024,1
5,105,1,2,63,22,0,3,0,2024,1
8,106,0,3,47,21,9,4,0,2024,0
5,604,1,10,25,20,9,4,2,2024,1
12,745,0,2,52,26,3,3,2,2024,1
11,999,1,4,32,10,2,4,2,2024,1
3,773,1,11,21,3,5,3,1,2024,1
6,271,0,10,35,4,0,4,0,2024,1
2,759,0,19,53,29,3,3,2,2024,1
7,624,0,1,25,23,8,3,2,2023,1
8,883,2,11,58,2,5,4,2,2023,1
9,506,0,3,55,25,8,4,2,2024,0
10,805,1,14,24,25,3,4,2,2024,0
11,530,2,14,37,23,9,4,1,2024,1
4,876,1,15,42,23,1,4,0,2024,1
11,250,0,3,47,12,10,4,2,2024,0
8,508,2,7,55,7,1,4,2,2024,1
10,804,1,30,63,26,5,4,2,2024,0
3,425,1,25,54,9,9,4,2,2024,1
12,209,1,23,27,7,0,3,1,2023,1
12,483,2,9,54,23,4,4,1,2024,1
10,696,0,16,20,13,2,4,2,2023,0
6,390,2,18,58,3,5,4,0,2024,1
1,845,0,6,52,3,3,4,0,2024,1
10,208,0,15,31,21,6,4,2,2024,0
9,206,5,26,25,8,8,4,0,2024,1
5,996,0,9,38,21,7,4,0,2024,1
11,440,1,19,32,14,0,4,2,2024,1
4,567,1,18,27,15,3,4,1,2024,1
10,777,0,1,51,7,8,4,0,2024,0
6,860,0,15,65,24,9,3,1,2024,1
8,678,1,7,22,10,9,4,1,2024,0
5,935,1,11,21,21,5,4,0,2024,1
2,296,0,17,22,24,4,3,0,2024,1
11,185,0,3,44,1,1,3,2,2024,0
11,903,0,9,29,18,6,4,1,2023,1
11,991,0,5,51,4,6,2,0,2023,1
7,372,0,5,56,23,8,4,1,2024,0
9,773,1,7,23,7,6,4,1,2024,1
1,204,0,26,61,14,5,4,2,2024,1
8,232,2,4,58,3,4,4,2,2024,1
11,791,1,8,25,14,6,4,2,2023,1
9,249,0,4,53,12,2,3,1,2023,0
8,649,1,14,51,19,7,4,0,2024,1
3,950,0,18,32,24,0,4,2,2024,0
6,785,0,30,46,24,8,4,0,2024,0
7,582,1,23,39,16,9,4,2,2024,1
5,282,0,31,25,26,9,2,2,2024,0
6,889,0,2,65,8,4,3,2,2024,1
7,626,0,1,18,11,9,3,1,2023,1
9,489,1,27,40,28,8,4,1,2024,1
7,320,0,3,29,27,8,4,0,2024,0
10,504,1,28,23,13,9,3,1,2023,1
5,421,2,6,55,1,4,4,1,2024,1
8,419,1,11,32,12,10,4,0,2024,1
9,362,1,30,19,10,3,4,2,2023,1
4,340,1,23,18,19,2,4,1,2024,1
10,641,1,27,64,13,10,2,1,2023,1
7,516,0,1,55,18,9,3,1,2024,0
11,234,0,17,21,1,1,2,0,2023,1
9,245,1,9,45,21,6,4,1,2024,1
10,269,0,29,44,6,6,4,1,2024,0
8,676,1,24,37,6,8,4,1,2024,1
10,402,0,12,35,8,7,4,1,2024,0
9,327,1,24,33,12,2,3,2,2023,1
12,527,2,26,52,3,5,3,1,2023,1
2,606,1,8,38,26,9,4,1,2024,1
8,239,0,3,27,4,2,3,0,2024,1
10,625,0,12,61,19,3,2,1,2023,1
6,312,0,5,62,13,1,3,0,2024,0
11,698,0,24,55,1,10,4,2,2023,1
12,964,0,26,36,30,5,4,2,2024,0
10,346,2,7,34,18,2,4,2,2024,0
9,846,1,10,21,24,7,4,0,2023,1
4,362,1,12,65,10,8,4,2,2024,1
8,105,0,28,60,1,5,2,2,2023,1
8,231,0,21,56,3,6,4,2,2024,1
3,336,1,21,52,18,3,2,2,2024,1
7,640,1,6,55,21,9,4,2,2023,0
7,423,0,1,61,5,8,3,0,2023,0
10,740,0,10,55,12,6,2,2,2024,1
2,493,0,4,36,14,10,2,2,2024,1
4,567,1,8,38,24,8,3,2,2024,0
10,954,0,5,23,13,8,3,1,2024,0
12,312,0,24,36,17,3,4,2,2024,0
4,204,1,7,32,6,2,4,1,2024,1
8,690,0,29,50,10,4,3,0,2024,1
11,400,1,2,38,26,10,2,0,2024,1
2,960,1,23,39,29,5,4,1,2024,1
5,452,0,28,59,28,0,4,2,2024,0
3,359,1,25,60,22,0,4,1,2024,1
9,168,0,18,32,24,0,3,0,2023,1
5,146,1,27,44,17,1,4,0,2024,1
9,787,0,10,29,28,8,3,1,2024,1
7,405,0,25,38,5,10,3,2,2024,0
5,528,0,24,64,3,7,4,0,2024,1
4,891,0,1,35,29,4,4,0,2024,0
9,942,0,28,34,29,2,4,2,2023,1
10,973,2,17,19,3,8,4,1,2023,1
8,956,0,6,44,5,9,4,1,2023,1
8,313,0,25,43,26,2,3,0,2024,1
2,605,0,27,60,10,6,4,2,2024,1
12,703,2,26,51,7,0,3,2,2023,1
8,190,0,10,60,28,8,4,1,2023,1
12,988,0,29,23,21,7,3,0,2023,1
5,287,0,2,60,4,4,0,2,2024,1
10,237,0,26,42,20,0,4,2,2024,0
9,956,1,14,24,25,6,4,1,2024,1
8,915,0,28,32,17,2,4,0,2024,0
7,721,0,26,64,29,4,2,2,2024,1
11,556,0,3,46,12,6,3,0,2024,0
10,750,0,7,41,2,3,4,2,2024,0
9,784,1,29,35,20,0,4,0,2024,0
10,566,0,29,24,20,3,4,2,2023,1
7,112,0,1,32,3,5,3,0,2023,0
10,183,1,26,41,6,6,3,0,2023,1
12,445,2,5,38,23,9,4,0,2024,1
6,235,0,14,18,14,9,3,1,2024,1
10,795,1,25,53,29,2,4,1,2023,1
9,337,0,26,47,14,2,4,2,2024,1
8,138,0,21,34,26,9,4,0,2024,0
12,698,0,1,53,26,5,4,1,2024,0
10,351,0,2,33,30,7,3,0,2023,0
7,154,1,1,52,4,9,4,0,2024,1
10,299,3,10,63,28,0,4,1,2024,1
4,557,0,9,27,19,7,4,1,2024,1
10,293,1,31,47,2,5,4,1,2024,1
1,878,0,3,23,1,7,4,2,2024,1
4,486,1,22,61,1,2,4,0,2024,1
2,427,0,28,37,30,6,4,2,2024,0
2,366,0,6,47,27,6,4,2,2024,0
12,718,0,18,52,11,3,3,0,2024,1
10,461,1,5,24,5,4,4,2,2024,1
8,471,0,10,61,29,7,4,0,2023,1
5,217,0,24,37,19,3,4,1,2024,1
8,863,0,13,33,12,2,4,1,2024,0
6,230,1,4,21,2,1,4,0,2024,1
9,386,0,25,28,1,1,3,0,2023,0
6,849,0,6,63,19,7,3,2,2024,1
8,448,2,10,43,6,5,4,0,2024,0
9,583,1,8,63,11,1,4,0,2023,1
6,448,0,25,18,25,10,3,2,2024,1
2,935,0,28,60,28,6,3,2,2024,0
8,297,1,31,32,10,7,4,2,2024,1
9,439,1,7,47,9,5,4,0,2024,1
12,721,0,8,58,13,3,4,1,2024,1
9,555,1,1,63,13,5,4,0,2024,0
10,635,0,12,48,26,3,3,0,2024,0
10,139,0,2,62,28,0,3,1,2023,1
10,572,0,17,28,24,8,3,2,2023,1
9,640,0,6,46,5,9,4,2,2024,0
10,679,2,26,64,11,7,4,0,2024,1
9,310,2,22,19,29,7,4,1,2023,1
6,441,0,6,38,11,5,3,2,2024,1
9,753,0,10,41,16,3,4,0,2024,0
8,558,1,5,39,21,8,3,0,2024,1
3,599,1,23,56,8,5,3,1,2024,1
10,388,2,4,54,4,4,4,1,2024,0
9,115,1,16,24,7,8,4,2,2024,1
10,776,1,23,45,20,4,4,2,2024,0
8,196,2,11,46,17,4,4,0,2024,0
4,582,0,17,44,5,5,4,0,2024,1
10,829,0,13,64,27,6,4,2,2024,0
9,605,2,16,18,28,6,4,1,2024,1
8,305,0,11,61,12,3,4,1,2023,1
9,497,0,19,48,11,2,4,0,2024,0
4,154,0,20,47,22,8,3,1,2024,1
6,630,0,9,61,10,2,3,0,2024,1
10,786,1,21,33,24,3,4,2,2023,1
6,117,0,12,46,23,5,4,0,2024,0
2,188,0,5,22,11,0,4,2,2024,1
6,159,0,27,42,13,10,3,1,2024,1
1,749,1,29,41,23,3,4,0,2024,1
4,332,2,27,39,25,2,4,1,2024,1
3,496,1,29,33,15,6,4,1,2024,1
7,862,0,16,65,18,4,4,2,2024,0
5,844,1,17,41,27,10,4,1,2024,1
11,979,0,20,19,16,1,3,1,2023,1
10,117,1,4,51,25,4,4,0,2023,1
12,173,2,24,43,6,0,4,0,2023,1
9,214,2,12,39,9,1,4,2,2024,1
10,180,0,21,59,25,1,4,0,2024,1
6,343,0,15,42,10,2,3,1,2024,0
9,671,1,28,21,24,0,3,1,2024,1
4,461,0,13,27,29,3,4,0,2024,0
10,490,0,10,58,20,8,4,0,2024,0
4,932,0,17,49,2,9,4,0,2024,0
2,121,1,12,33,22,2,4,1,2024,1
6,518,1,8,24,27,7,4,2,2024,1
6,181,1,28,63,6,9,4,0,2024,1
11,719,2,14,37,10,7,4,1,2024,1
11,570,1,2,53,3,4,4,2,2024,0
6,214,1,27,46,16,5,4,0,2024,1
6,845,1,10,54,12,1,3,1,2024,1
5,549,0,13,52,28,2,3,0,2024,0
9,833,0,17,25,3,3,3,1,2023,1
9,601,0,4,64,12,1,3,1,2023,1
12,269,0,5,32,19,5,4,1,2023,1
3,903,0,21,54,21,5,4,1,2024,1
9,816,1,13,20,2,10,3,2,2024,0
5,694,2,21,32,24,7,4,2,2024,1
9,359,1,10,30,30,5,4,2,2024,1
10,652,2,15,47,6,9,4,1,2023,1
8,912,2,7,61,21,0,4,0,2023,1
12,461,1,8,40,29,8,1,2,2024,1
9,293,0,27,55,1,8,4,0,2024,1
3,143,1,19,31,29,9,4,2,2024,1
5,621,1,14,39,25,10,4,0,2024,1
2,403,0,28,30,5,5,3,2,2024,0
9,679,0,5,45,24,2,2,1,2024,1
10,131,1,6,58,28,7,3,2,2023,1
3,108,0,20,55,2,8,3,0,2024,1
12,438,0,29,35,11,9,3,2,2023,1
5,957,0,3,44,12,7,4,0,2024,1
8,905,0,25,34,9,8,3,0,2024,1
6,884,0,27,65,29,10,4,2,2024,0
12,168,2,21,41,28,5,4,2,2024,1
6,350,0,28,36,23,5,4,0,2024,1
1,431,0,22,63,26,3,4,2,2024,1
9,786,0,15,49,26,6,4,2,2024,0
5,973,0,5,53,30,1,3,1,2024,0
12,665,0,8,56,24,9,4,1,2024,0
12,601,0,30,50,17,7,4,2,2024,0
8,507,2,6,43,17,0,4,0,2024,0
11,870,1,18,21,5,2,4,0,2024,1
5,902,1,30,30,21,5,4,0,2024,1
12,581,2,24,32,20,5,4,2,2024,1
9,683,1,4,54,11,5,4,2,2023,1
9,418,0,15,39,2,1,3,0,2024,0
9,366,1,26,40,10,7,4,1,2024,1
3,714,1,17,30,8,4,2,0,2024,1
8,208,1,12,27,6,10,4,0,2024,1
10,152,1,16,48,28,3,4,0,2024,0
11,464,0,25,48,27,6,4,0,2024,1
9,909,2,24,24,19,1,4,0,2024,1
10,588,0,22,19,26,3,4,2,2024,0
4,927,2,17,25,21,7,4,2,2024,1
3,219,0,14,63,14,2,4,2,2024,0
6,267,0,14,30,27,3,3,0,2024,1
10,679,0,16,36,4,1,3,2,2023,0
4,552,0,13,59,12,10,4,1,2024,0
5,831,0,5,22,19,8,3,0,2024,1
9,842,2,29,30,2,5,4,2,2024,0
9,103,0,21,61,23,10,3,1,2023,0
9,510,1,30,30,8,8,4,1,2024,0
6,531,1,27,40,8,2,4,1,2024,1
5,886,0,11,30,27,5,4,1,2024,0
8,395,2,12,28,8,3,4,0,2024,1
11,481,1,13,48,8,0,4,1,2024,1
9,136,1,1,54,14,4,4,2,2024,1
9,245,1,24,30,8,3,4,0,2024,1
3,836,0,23,34,1,7,4,0,2024,1
9,470,0,13,50,25,8,4,0,2024,0
12,335,0,27,42,1,0,4,0,2024,1
9,578,3,24,27,13,0,4,1,2024,1
10,883,0,18,56,3,6,4,1,2023,1
5,863,2,13,53,14,10,4,0,2024,1
5,647,0,5,35,17,8,3,0,2024,0
9,358,0,8,54,28,6,3,0,2024,0
2,644,1,24,60,24,1,4,2,2024,1
6,180,0,2,51,2,3,3,2,2024,1
6,954,0,23,33,14,4,4,0,2024,1
10,279,2,7,23,7,7,4,0,2023,1
9,986,1,20,49,2,6,4,2,2024,1
9,191,1,21,48,2,8,3,0,2024,0
7,226,2,21,63,22,6,4,2,2024,1
7,454,1,3,58,5,7,4,2,2024,1
8,884,2,10,56,19,9,4,1,2024,1
8,418,0,23,65,5,2,4,2,2024,0
11,714,1,7,54,13,9,4,1,2023,1
12,462,0,3,24,24,1,2,2,2023,1
9,282,0,22,65,3,8,3,0,2024,1
10,856,0,14,22,9,4,3,0,2024,0
5,165,1,20,34,5,0,3,1,2024,1
4,575,0,27,59,18,1,4,1,2024,0
9,147,2,27,23,2,8,4,2,2024,0
5,657,0,17,28,27,4,2,0,2024,1
11,585,0,7,47,19,1,4,2,2024,1
6,833,1,10,58,11,5,3,2,2024,1
10,876,0,16,61,17,9,3,0,2023,1
7,442,4,5,21,5,4,1,2,2024,1
10,685,0,16,47,25,7,3,1,2023,1
9,384,0,19,62,6,9,3,2,2024,0
6,712,1,26,20,20,7,4,1,2024,1
10,212,0,10,30,20,7,3,2,2023,1
7,796,1,29,24,22,6,4,1,2024,1
4,623,1,17,52,16,5,4,1,2024,1
11,123,1,21,31,2,8,4,1,2024,1
4,925,0,20,25,13,10,3,0,2024,0
10,449,2,29,65,1,0,4,2,2023,1
1,341,0,2,54,22,10,3,0,2024,1
4,609,1,7,48,23,8,4,0,2024,1
12,463,0,4,31,24,8,3,2,2023,1
11,973,1,2,43,26,7,4,1,2024,1
9,690,0,18,41,10,8,3,1,2023,1
9,321,2,30,30,20,2,4,1,2024,0
9,467,0,3,43,24,1,4,1,2024,1
5,219,1,23,52,24,0,4,2,2024,1
6,773,3,10,65,4,8,4,0,2024,1
4,268,0,3,57,4,0,3,1,2024,1
6,284,0,15,34,2,2,3,0,2024,0
10,907,0,29,34,30,9,3,1,2023,1
11,537,1,24,61,3,7,1,1,2024,1
7,993,0,6,38,19,3,3,0,2024,0
3,506,1,21,65,29,6,4,2,2024,1
3,494,1,21,64,9,8,4,1,2024,1
2,593,0,6,64,21,0,4,1,2024,1
9,816,0,8,27,25,3,4,0,2024,0
6,101,0,12,56,8,10,3,0,2024,0
2,805,0,2,56,7,2,1,2,2024,1
12,956,1,3,21,29,3,4,2,2024,1
12,239,1,29,26,3,1,4,1,2024,1
2,892,0,19,61,23,1,2,0,2024,1
10,441,1,23,65,27,2,3,2,2024,0
6,625,1,18,37,8,8,4,1,2024,1
10,113,0,8,63,19,2,2,0,2023,0
6,331,0,11,24,18,10,4,2,2024,1
5,510,2,22,59,16,9,4,2,2024,1
4,745,2,30,55,9,1,4,2,2024,1
6,770,0,8,63,16,4,3,2,2024,1
3,426,1,17,49,25,6,4,2,2024,0
2,666,1,23,30,7,1,4,1,2024,1
10,379,4,21,58,16,10,4,2,2024,1
4,259,2,15,43,30,4,4,1,2024,1
9,287,0,7,30,6,10,4,1,2023,1
10,539,2,20,63,1,6,4,2,2024,1
2,201,1,9,29,15,6,4,1,2024,1
12,721,1,22,63,5,4,3,1,2023,1
11,514,2,27,52,27,4,4,0,2024,1
9,553,0,16,53,6,3,3,0,2024,1
7,823,0,3,52,2,4,2,2,2024,1
5,173,0,30,58,22,10,2,0,2024,1
7,823,0,3,23,25,5,4,1,2024,0
5,754,1,21,18,17,3,4,0,2024,0
7,996,2,9,32,8,6,4,2,2024,1
12,899,0,3,21,10,6,4,2,2024,1
10,571,0,19,38,16,7,4,0,2024,0
12,953,2,27,50,14,5,3,0,2024,1
6,442,1,12,34,22,6,4,1,2024,1
4,480,0,15,32,16,3,4,2,2024,1
3,676,1,12,26,11,1,4,0,2024,1
3,635,0,3,47,6,8,4,0,2024,1
12,863,2,2,41,8,8,2,1,2024,1
2,694,0,4,30,27,4,2,1,2024,1
12,760,2,18,37,23,2,4,2,2024,1
3,160,1,7,40,11,10,4,2,2024,1
5,672,1,21,40,29,2,4,1,2024,1
4,884,0,5,40,10,10,4,1,2024,1
3,783,0,31,61,5,3,4,0,2024,1
10,571,0,26,28,17,2,3,1,2023,1
11,967,1,13,39,16,5,4,0,2024,1
10,175,1,24,29,7,7,4,1,2023,1
10,504,2,16,53,6,8,4,1,2023,1
11,387,0,18,54,12,2,4,2,2024,0
9,691,0,16,29,8,0,3,0,2024,1
5,423,1,17,47,18,5,3,0,2024,0
6,257,0,3,41,30,1,4,1,2024,0
3,390,0,24,57,7,7,4,1,2024,1
8,765,0,6,19,17,10,4,0,2024,0
7,886,0,5,31,24,7,4,2,2024,0
6,152,1,26,63,23,1,4,0,2024,0
10,916,0,15,64,13,0,3,2,2023,1
10,932,2,22,52,22,7,4,2,2024,0
10,478,0,19,49,1,3,2,2,2023,1
8,110,0,8,39,5,7,3,0,2023,0
9,743,0,3,55,15,9,4,0,2024,0
9,146,1,17,60,8,1,1,2,2023,1
6,982,2,27,34,16,6,4,0,2024,1
7,693,0,21,56,20,1,4,0,2024,0
8,203,0,14,24,20,6,3,2,2023,1
6,131,0,9,22,22,1,3,2,2024,1
4,998,2,17,30,26,10,4,1,2024,1
9,558,0,13,25,17,3,3,2,2024,1
10,464,0,2,32,28,4,3,0,2023,1
3,886,0,13,62,6,10,2,0,2024,1
6,619,1,8,26,15,0,4,2,2024,0
11,958,0,7,55,14,3,4,2,2024,1
5,388,1,16,28,13,6,4,1,2024,1
8,292,0,1,48,16,6,3,1,2023,1
9,291,2,4,46,27,4,4,2,2023,1
8,492,1,26,61,24,4,4,2,2024,0
10,502,1,23,27,16,6,3,0,2024,0
1,320,0,26,26,4,4,4,1,2024,1
4,190,1,18,55,22,7,4,2,2024,1
10,383,1,20,28,15,4,3,2,2024,1
11,769,3,4,38,21,4,4,0,2023,1
9,447,0,22,60,9,6,3,0,2024,1
9,179,0,25,47,21,9,4,0,2024,0
10,482,0,18,20,26,10,4,1,2023,0
3,531,0,15,45,22,0,4,2,2024,1
8,460,2,21,37,29,3,4,1,2023,1
10,246,1,3,51,24,4,4,1,2024,1
9,385,0,16,52,21,8,3,0,2024,1
6,334,0,22,45,9,2,0,0,2024,1
8,203,0,25,61,24,3,3,1,2024,1
9,495,1,5,21,7,7,3,2,2023,1
1,238,2,17,21,15,5,4,2,2024,1
3,883,0,16,50,29,3,3,2,2024,1
8,893,0,22,60,19,1,4,0,2024,0
10,310,1,30,20,23,9,4,2,2023,1
7,778,0,29,62,6,1,4,2,2024,0
7,429,0,18,30,20,6,4,1,2024,0
5,410,0,12,35,3,7,3,1,2024,1
4,951,0,10,46,11,7,4,2,2024,0
6,336,1,30,53,2,2,4,1,2024,1
5,827,0,17,26,1,8,4,0,2024,0
7,645,2,8,60,13,2,4,0,2024,1
11,643,0,25,52,6,6,4,2,2024,0
6,102,0,2,25,16,6,3,0,2024,1
4,899,0,24,20,16,10,3,2,2024,0
10,944,1,12,29,17,9,4,1,2024,0
5,665,0,26,36,19,6,4,1,2024,0
10,617,0,16,37,30,1,3,0,2023,0
1,307,1,26,34,8,5,4,1,2024,1
10,896,0,5,43,15,10,3,2,2024,0
6,921,1,19,23,4,1,3,1,2024,1
10,972,1,7,31,18,8,3,1,2023,1
9,437,0,6,27,28,5,3,0,2023,1
10,384,0,30,49,27,10,3,2,2024,0
7,624,1,18,34,3,0,3,0,2024,1
9,341,3,4,55,19,1,4,2,2023,1
11,154,0,5,48,28,0,3,1,2024,1
9,851,1,3,46,17,4,4,1,2023,1
10,143,2,10,31,4,9,4,0,2023,1
11,609,2,7,44,29,4,4,2,2024,1
6,872,0,20,57,8,4,3,0,2024,0
6,386,0,6,30,26,3,3,1,2024,1
4,754,1,25,27,21,0,4,1,2024,1
11,562,0,5,52,26,1,2,1,2023,1
9,533,1,5,52,29,0,4,1,2024,1
10,804,0,23,55,4,10,3,1,2024,1
2,548,1,28,65,7,2,4,1,2024,1
12,124,0,14,30,29,10,4,0,2024,0
11,475,1,6,44,22,10,4,0,2024,1
10,136,0,16,46,19,7,3,1,2023,1
4,308,1,12,59,27,3,4,0,2024,0
3,875,2,22,33,22,3,1,1,2024,1
12,100,2,27,31,15,7,4,1,2024,0
7,778,0,6,29,22,0,4,0,2024,0
10,246,0,20,29,24,3,2,2,2023,1
10,221,2,16,20,13,9,4,0,2023,1
5,108,2,9,31,6,5,4,2,2024,0
6,191,0,29,28,4,7,4,2,2024,0
10,804,1,3,31,28,6,4,0,2024,1
4,736,0,16,35,18,8,4,2,2024,0
8,778,0,13,37,4,2,4,2,2024,0
11,484,0,1,59,14,5,3,0,2024,0
5,787,1,11,52,22,1,4,0,2024,1
6,438,0,17,21,10,5,4,2,2024,0
5,361,0,31,39,26,8,2,1,2024,0
3,254,0,26,32,7,3,3,2,2024,1
10,939,0,15,28,23,2,3,2,2024,0
