,arrival_month,Total_spend,no_of_special_requests,arrival_date,age,Usage_frequency,Support_calls,market_segment_type,type_plan,arrival_year,booking_status
15875,7,997,3,10,45,4,9,4,0,2024,1
15876,4,517,0,6,65,29,2,3,2,2024,1
15877,11,131,1,3,47,25,9,4,1,2024,1
15878,12,263,2,10,64,10,8,4,2,2024,1
15879,6,480,1,24,18,8,10,3,1,2024,0
15880,5,279,2,22,30,5,3,4,0,2024,1
15881,10,577,0,29,59,30,0,4,2,2024,0
15882,9,762,1,26,49,28,1,3,1,2024,1
15883,6,717,0,24,32,21,2,3,2,2024,1
15884,9,580,0,30,60,11,8,3,0,2024,0
15885,8,596,1,24,44,14,1,4,0,2024,1
15886,5,908,0,31,46,16,10,4,2,2024,0
15887,7,938,1,11,55,19,10,4,2,2024,1
15888,11,170,0,25,61,20,8,4,2,2024,0
15889,7,872,2,17,53,26,9,4,2,2024,1
15890,6,585,2,15,54,20,6,4,2,2024,1
15891,11,302,0,11,25,9,5,4,0,2024,1
15892,5,442,0,12,38,10,1,3,2,2024,1
15893,7,268,0,24,33,26,6,4,1,2024,0
15894,6,723,0,14,27,11,4,2,0,2024,1
15895,9,118,0,17,24,26,6,4,0,2024,1
15896,3,897,0,12,55,9,0,3,0,2024,1
15897,2,160,0,10,23,24,0,4,1,2024,1
15898,2,584,1,8,53,1,3,3,2,2024,1
15899,12,170,0,10,21,8,3,4,0,2023,1
15900,8,542,2,17,50,21,9,4,2,2023,0
15901,7,147,1,20,61,3,4,4,0,2024,0
15902,11,879,0,20,50,7,6,3,0,2023,1
15903,3,294,0,23,65,26,6,4,1,2024,1
15904,8,216,0,20,55,29,0,4,2,2024,1
15905,8,196,1,7,38,29,4,4,0,2024,0
15906,7,263,2,9,52,2,10,4,2,2023,0
15907,5,506,1,28,30,19,0,4,2,2024,1
15908,7,657,0,11,47,7,0,3,2,2024,1
15909,9,460,0,26,42,22,8,3,2,2024,0
15910,8,568,0,19,62,21,2,4,2,2024,0
15911,7,769,0,24,19,29,4,4,0,2024,0
15912,3,765,1,9,45,20,9,2,1,2024,1
15913,11,278,0,25,38,1,5,4,1,2024,0
15914,6,629,0,26,51,28,7,2,0,2024,1
15915,10,560,0,16,22,3,1,4,1,2023,0
15916,12,714,0,10,38,4,5,4,0,2024,1
15917,4,743,0,7,44,1,2,4,2,2024,0
15918,2,979,0,27,64,27,10,3,1,2024,1
15919,4,832,0,7,28,21,6,4,1,2024,0
15920,12,309,2,26,31,17,7,4,0,2024,1
15921,8,534,0,8,36,23,5,3,1,2023,0
15922,11,708,0,18,65,20,2,2,1,2023,1
15923,11,210,0,3,26,9,4,3,1,2024,0
15924,9,547,0,4,34,27,5,3,1,2023,1
15925,10,674,1,28,53,25,7,4,1,2024,0
15926,1,240,0,16,50,20,7,3,1,2024,1
15927,1,443,0,16,28,25,10,4,0,2024,0
15928,8,737,2,6,51,25,7,4,0,2023,1
15929,8,341,0,19,36,28,3,4,2,2024,0
15930,10,892,1,16,32,18,10,4,1,2024,0
15931,2,268,0,19,29,16,8,2,2,2024,1
15932,7,579,1,17,59,23,1,4,1,2024,1
15933,12,270,0,18,64,16,7,4,2,2024,1
15934,8,772,0,8,22,28,4,3,2,2023,0
15935,9,815,0,25,19,10,6,4,1,2024,0
15936,10,692,0,1,32,8,9,4,0,2024,1
15937,5,344,1,29,44,28,8,4,1,2024,1
15938,5,127,0,19,58,16,6,3,2,2024,0
15939,6,949,1,20,64,17,6,4,1,2024,1
15940,8,673,1,7,52,9,0,4,0,2024,1
15941,9,438,0,4,64,24,1,4,2,2023,1
15942,8,190,1,9,30,10,8,4,1,2023,1
15943,9,486,0,28,53,2,0,3,0,2024,1
15944,9,604,3,15,50,14,10,4,1,2023,1
15945,10,940,1,2,50,8,2,4,2,2024,1
15946,10,753,2,7,61,7,10,4,2,2024,1
15947,10,511,0,10,56,28,9,3,2,2023,1
15948,12,519,0,30,36,18,1,3,2,2024,1
15949,8,227,1,17,56,27,7,4,0,2024,1
15950,4,327,1,2,33,30,5,4,1,2024,1
15951,9,523,0,4,32,26,6,3,0,2023,0
15952,5,473,0,15,47,9,5,3,2,2024,1
15953,3,585,1,23,33,5,6,4,1,2024,0
15954,5,829,2,18,37,7,5,4,2,2024,1
15955,2,321,0,12,64,28,7,3,2,2024,1
15956,6,894,0,15,39,24,5,3,0,2024,0
15957,1,297,0,31,32,10,1,4,1,2024,1
15958,9,844,0,9,47,5,9,2,1,2023,1
15959,10,241,1,24,23,12,8,4,2,2023,1
15960,4,921,0,18,19,5,3,3,1,2024,1
15961,9,658,1,16,52,30,3,4,0,2024,1
15962,7,415,0,25,45,29,0,4,2,2024,0
15963,3,636,0,12,52,18,5,4,1,2024,0
15964,8,191,0,28,58,23,6,4,0,2024,1
15965,7,404,0,11,41,24,2,4,2,2024,0
15966,10,197,2,6,32,14,10,4,1,2023,1
15967,7,116,0,1,48,16,3,4,2,2024,0
15968,8,710,2,13,45,17,5,4,0,2024,1
15969,5,786,0,10,38,3,10,2,0,2024,1
15970,9,678,1,21,37,6,4,4,1,2023,1
15971,4,579,1,27,41,4,9,4,0,2024,1
15972,2,806,0,23,57,10,9,3,0,2024,1
15973,10,863,1,26,50,7,1,3,1,2023,1
15974,3,253,1,3,41,2,6,4,1,2024,0
15975,2,264,1,19,30,16,10,4,0,2024,1
15976,12,183,0,3,57,23,4,4,2,2024,1
15977,7,720,2,10,26,27,0,4,2,2023,0
15978,5,659,0,12,59,11,2,4,0,2024,1
15979,3,283,0,11,19,17,6,4,2,2024,0
15980,6,599,1,19,55,29,10,4,1,2024,1
15981,5,957,0,30,65,3,2,4,1,2024,0
15982,1,112,1,10,40,27,0,3,0,2024,1
15983,8,907,0,5,31,16,1,4,2,2024,0
15984,8,866,1,18,36,29,10,4,2,2023,1
15985,12,751,2,29,35,20,2,4,1,2024,0
15986,11,461,0,1,49,22,8,3,0,2024,0
15987,8,445,0,25,21,28,8,3,2,2024,1
15988,11,706,0,6,24,10,2,4,2,2024,0
15989,7,737,0,24,46,25,10,3,1,2024,1
15990,7,410,1,26,47,18,7,4,1,2024,1
15991,10,794,0,25,49,1,5,4,0,2024,0
15992,1,173,1,4,18,3,0,4,2,2024,1
15993,6,684,0,7,38,19,10,3,2,2024,0
15994,10,170,0,11,30,23,5,3,0,2024,0
15995,12,470,1,27,26,5,10,4,1,2023,1
15996,4,791,1,14,42,13,8,4,0,2024,0
15997,8,906,0,30,44,12,6,4,0,2024,0
15998,1,155,0,29,35,17,4,3,2,2024,1
15999,11,227,0,13,32,12,8,4,2,2024,0
16000,11,148,0,13,38,22,8,3,2,2023,1
16001,9,598,0,11,19,2,1,2,1,2023,1
16002,6,110,1,29,55,25,5,3,2,2024,1
16003,3,306,1,30,34,9,10,2,1,2024,1
16004,10,324,1,3,23,13,9,4,2,2024,0
16005,4,121,0,6,21,26,0,3,2,2024,0
16006,9,526,0,22,53,8,3,3,1,2024,1
16007,12,662,3,30,25,25,3,4,2,2023,1
16008,4,747,1,24,55,12,1,4,1,2024,1
16009,3,412,1,24,53,28,6,4,2,2024,1
16010,4,138,0,19,40,11,7,3,0,2024,0
16011,4,360,0,27,42,16,2,3,0,2024,0
16012,3,496,2,23,57,29,3,4,0,2024,0
16013,10,464,2,28,41,14,10,4,0,2023,1
16014,6,811,2,30,49,10,5,3,0,2024,1
16015,10,480,1,4,37,23,1,4,0,2023,1
16016,8,820,0,21,32,7,0,3,1,2024,0
16017,8,569,0,8,18,23,2,3,1,2024,1
16018,10,311,2,1,45,30,6,4,2,2024,0
16019,7,202,3,30,53,13,4,4,2,2024,1
16020,7,191,1,30,19,28,10,4,1,2024,1
16021,11,389,0,20,32,8,6,3,0,2023,1
16022,9,790,2,10,21,3,10,4,0,2023,1
16023,3,998,0,21,49,10,7,2,1,2024,1
16024,9,129,0,16,34,22,2,3,2,2024,1
16025,11,297,2,23,37,28,6,4,0,2024,1
16026,10,915,0,16,42,16,1,3,2,2023,1
16027,4,237,0,24,25,22,5,3,0,2024,1
16028,4,694,0,9,49,12,8,4,1,2024,1
16029,9,331,0,9,41,3,5,3,1,2023,1
16030,9,391,1,28,24,5,2,3,0,2024,1
16031,7,807,0,21,62,12,0,3,2,2024,0
16032,12,917,2,16,30,24,0,4,0,2024,1
16033,8,636,1,12,34,5,10,3,2,2024,1
16034,9,609,0,21,32,28,6,3,2,2024,1
16035,8,292,1,5,35,1,5,4,1,2023,1
16036,11,657,0,4,33,10,0,3,1,2024,0
16037,6,909,0,20,22,3,1,0,2,2024,0
16038,10,647,0,10,34,2,9,4,0,2024,0
16039,3,816,0,7,22,15,1,4,0,2024,0
16040,9,738,2,6,51,10,8,4,2,2024,1
16041,10,553,2,13,37,26,1,4,2,2024,1
16042,11,258,1,12,50,6,8,4,0,2024,1
16043,3,506,1,15,62,6,2,3,0,2024,1
16044,10,253,1,5,50,19,7,4,0,2024,0
16045,10,359,0,9,53,30,1,4,0,2024,0
16046,6,156,0,13,21,30,2,4,1,2024,1
16047,8,962,0,1,46,26,6,4,1,2024,0
16048,3,732,0,11,28,27,10,3,2,2024,0
16049,4,993,0,12,26,15,9,4,2,2024,0
16050,10,145,2,29,42,9,10,4,0,2024,0
16051,6,522,1,4,35,8,6,4,2,2024,0
16052,10,806,1,15,59,18,0,4,0,2024,1
16053,5,150,1,24,48,5,4,2,2,2024,1
16054,7,268,2,19,59,19,4,4,1,2024,1
16055,4,911,1,11,45,12,4,4,1,2024,1
16056,8,172,1,26,58,26,2,4,1,2024,1
16057,7,556,1,20,58,24,9,4,1,2024,1
16058,6,350,0,24,55,4,7,3,1,2024,1
16059,6,754,1,17,33,1,8,4,1,2024,1
16060,8,359,1,18,46,8,6,3,0,2024,0
16061,9,542,2,5,51,23,0,4,1,2024,1
16062,11,190,1,14,31,22,4,4,2,2024,1
16063,9,165,0,30,44,16,3,3,2,2023,1
16064,9,764,1,15,29,18,9,4,2,2023,1
16065,7,402,0,25,21,20,6,4,2,2024,0
16066,9,486,0,18,49,25,1,3,2,2023,1
16067,3,162,0,24,61,26,10,4,0,2024,1
16068,11,722,1,20,21,12,5,2,0,2023,1
16069,11,763,1,28,53,13,8,4,2,2023,0
16070,5,469,0,20,51,23,2,2,0,2024,0
16071,7,172,0,6,43,26,5,2,0,2024,1
16072,6,947,0,2,47,2,2,4,0,2024,0
16073,2,745,1,16,21,7,8,2,0,2024,1
16074,8,571,0,22,25,25,6,3,0,2024,1
16075,7,290,1,11,19,15,8,3,1,2024,0
16076,9,749,2,2,64,9,8,4,0,2024,1
16077,9,225,0,27,54,5,0,3,0,2024,1
16078,5,998,2,21,60,25,3,3,2,2024,1
16079,6,322,0,7,63,7,9,2,1,2024,1
16080,10,698,2,20,61,7,2,4,0,2024,1
16081,9,219,1,12,22,2,2,4,1,2023,1
16082,12,612,1,6,37,21,1,4,1,2024,1
16083,11,978,0,7,33,15,1,3,2,2024,1
16084,4,141,0,19,65,2,1,0,0,2024,1
16085,12,159,0,1,42,29,8,4,0,2024,0
16086,11,224,0,6,38,16,10,4,0,2024,1
16087,12,494,1,27,65,25,3,4,1,2024,1
16088,10,590,4,9,36,9,8,4,0,2024,1
16089,8,345,0,8,23,17,6,3,0,2023,1
16090,11,783,0,13,56,27,5,3,2,2024,0
16091,10,255,0,16,20,3,9,3,0,2023,1
16092,9,245,0,19,60,6,6,3,0,2024,1
16093,2,601,1,27,27,8,9,1,2,2024,1
16094,11,183,1,16,56,8,3,4,1,2024,1
16095,9,108,0,5,24,16,3,4,0,2024,0
16096,2,817,1,21,19,28,9,4,2,2024,1
16097,9,470,2,8,50,7,8,4,2,2024,1
16098,12,397,2,24,56,2,6,4,1,2024,0
16099,8,430,1,18,42,27,9,3,0,2024,0
16100,5,753,2,10,61,6,1,4,0,2024,1
16101,2,104,0,17,30,15,4,3,0,2024,1
16102,9,896,0,30,32,27,7,3,2,2024,0
16103,8,658,0,26,41,15,0,4,0,2024,0
16104,4,638,1,1,22,24,1,4,0,2024,0
16105,6,989,0,24,18,11,4,3,0,2024,0
16106,4,441,0,19,29,11,9,3,1,2024,1
16107,9,276,3,2,33,15,4,4,0,2024,1
16108,9,235,0,16,39,24,4,3,0,2024,0
16109,8,739,0,14,26,14,10,3,1,2023,1
16110,5,464,0,6,31,19,2,4,0,2024,1
16111,9,417,0,26,58,10,8,3,1,2024,0
16112,3,341,1,11,37,9,7,4,1,2024,0
16113,9,298,0,8,34,28,1,3,1,2024,0
16114,11,282,0,28,39,1,6,3,2,2023,1
16115,9,196,0,18,22,4,2,3,1,2024,0
16116,3,573,1,17,53,25,10,4,0,2024,0
16117,10,500,0,31,34,12,0,4,1,2024,1
16118,8,995,0,25,33,6,10,4,2,2024,0
16119,11,999,2,4,54,7,4,2,0,2024,1
16120,9,388,0,30,41,30,5,4,0,2024,0
16121,8,434,0,9,40,19,1,4,0,2023,1
16122,9,784,0,21,54,23,8,3,2,2024,1
16123,9,327,0,18,57,15,3,3,0,2024,1
16124,6,129,0,8,51,4,0,3,2,2024,1
16125,9,547,1,18,19,26,6,4,1,2023,0
16126,10,729,2,19,35,28,4,4,2,2024,1
16127,5,183,0,5,28,24,9,3,1,2024,0
16128,2,591,0,16,55,14,9,4,2,2024,0
16129,4,705,1,25,31,17,9,4,2,2024,1
16130,3,960,1,7,57,14,4,4,1,2024,1
16131,10,743,0,21,37,22,10,4,0,2023,1
16132,5,185,0,23,21,23,6,2,0,2024,1
16133,1,348,0,29,26,27,9,4,2,2024,0
16134,4,675,0,6,49,8,8,3,1,2024,1
16135,10,499,0,14,38,21,2,3,2,2024,1
16136,8,879,0,5,59,22,5,3,0,2024,1
16137,8,313,0,23,51,13,1,4,1,2023,1
16138,2,322,0,13,39,20,9,2,0,2024,1
16139,6,773,0,7,18,2,10,3,2,2024,0
16140,5,180,2,14,29,16,5,4,0,2024,1
16141,10,986,0,11,65,18,9,3,2,2024,0
16142,12,696,1,15,60,17,10,2,1,2024,1
16143,1,468,0,19,21,7,3,3,0,2024,1
16144,11,298,1,30,53,13,10,2,0,2024,1
16145,4,838,1,23,39,11,2,3,0,2024,1
16146,4,665,0,17,45,23,0,3,0,2024,0
16147,4,666,0,29,31,5,5,4,1,2024,0
16148,7,826,0,30,51,17,7,4,0,2024,0
16149,9,965,1,21,64,1,2,3,1,2024,0
16150,11,407,2,4,57,28,1,4,0,2024,0
16151,5,323,1,30,24,5,8,4,0,2024,1
16152,9,852,0,30,36,19,4,3,1,2023,1
16153,9,353,3,3,24,29,2,4,1,2023,1
16154,6,587,0,9,23,2,7,4,1,2024,1
16155,3,463,1,6,53,5,6,3,0,2024,1
16156,5,213,0,19,48,3,7,3,2,2024,1
16157,6,635,0,12,44,10,4,4,1,2024,1
16158,7,934,1,14,52,4,1,3,0,2024,0
16159,12,409,0,30,44,15,7,4,2,2024,1
16160,3,271,0,13,45,15,1,2,1,2024,1
16161,8,818,1,10,30,6,0,4,2,2024,1
16162,6,552,0,17,22,30,2,3,2,2024,0
16163,4,283,0,21,31,25,7,4,2,2024,0
16164,8,642,1,26,48,17,0,4,0,2023,0
16165,10,360,0,10,25,22,8,3,2,2024,1
16166,7,275,1,4,22,17,4,4,1,2024,1
16167,9,257,0,29,50,5,2,3,0,2023,1
16168,5,534,0,17,44,16,3,3,0,2024,0
16169,4,764,1,29,49,4,7,4,0,2024,1
16170,8,364,0,26,18,5,0,4,0,2024,0
16171,9,829,0,1,20,12,7,4,1,2024,0
16172,9,440,0,26,65,15,2,4,0,2024,0
16173,11,745,1,5,59,27,7,4,0,2024,0
16174,6,142,0,2,45,12,8,3,1,2024,1
16175,9,416,0,6,19,30,6,4,0,2024,0
16176,7,575,0,18,61,19,10,3,0,2023,0
16177,12,715,0,16,31,12,7,4,2,2024,1
16178,10,661,1,5,36,6,9,4,0,2024,0
16179,6,545,0,3,64,11,10,4,0,2024,1
16180,11,904,2,13,62,17,10,4,2,2024,1
16181,1,658,1,21,39,8,7,4,1,2024,1
16182,7,870,0,4,46,3,8,4,0,2024,0
16183,11,577,1,27,47,25,4,4,0,2024,1
16184,8,748,0,22,27,4,9,4,2,2024,0
16185,10,523,1,26,40,1,0,4,0,2024,0
16186,6,842,0,27,24,21,5,3,2,2024,1
16187,8,692,1,13,59,5,3,4,0,2024,1
16188,8,499,1,14,30,6,4,4,2,2024,1
16189,9,312,2,16,31,16,1,4,0,2023,1
16190,10,660,0,4,43,25,9,3,0,2024,0
16191,3,739,1,2,49,23,6,4,1,2024,1
16192,7,350,1,31,65,30,1,4,2,2024,1
16193,8,912,0,22,32,28,6,3,0,2023,1
16194,6,845,0,24,39,22,8,4,1,2024,0
16195,8,770,1,9,46,14,0,4,0,2024,0
16196,9,412,0,30,23,28,6,3,2,2024,0
16197,3,152,0,25,42,7,0,4,0,2024,0
16198,1,368,1,7,35,11,5,1,2,2024,1
16199,11,710,0,1,34,24,3,3,0,2024,0
16200,9,852,0,20,32,16,9,4,0,2024,1
16201,2,237,0,12,47,3,5,4,1,2024,1
16202,1,325,0,19,36,29,6,3,1,2024,1
16203,12,165,1,28,29,13,2,4,2,2023,1
16204,11,110,0,4,27,5,5,3,2,2024,0
16205,1,847,1,9,46,18,2,4,1,2024,1
16206,11,387,0,1,53,23,0,3,0,2024,0
16207,6,242,1,30,34,28,0,4,1,2024,1
16208,9,439,2,5,58,18,7,4,1,2024,1
16209,10,964,0,28,42,30,0,4,1,2024,0
16210,2,143,0,5,34,23,0,3,2,2024,1
16211,11,370,1,4,20,20,4,3,2,2024,1
16212,11,736,2,22,47,11,2,4,0,2024,0
16213,6,535,1,27,47,11,3,4,2,2024,1
16214,4,692,1,3,35,4,5,4,2,2024,1
16215,10,964,0,13,53,9,9,3,1,2024,1
16216,6,692,2,18,63,30,10,4,0,2024,1
16217,11,588,2,18,46,29,4,4,2,2024,1
16218,5,358,0,16,54,14,2,4,0,2024,0
16219,9,821,1,20,24,2,6,4,2,2024,1
16220,8,127,1,17,45,19,3,4,1,2024,0
16221,11,297,2,11,31,9,10,4,2,2024,1
16222,12,194,2,28,44,16,8,4,1,2023,1
16223,9,982,0,22,26,2,6,3,0,2024,0
16224,9,173,0,29,42,15,6,4,1,2024,0
16225,10,106,0,9,58,19,2,3,0,2024,1
16226,9,630,0,22,60,27,6,3,1,2023,1
16227,2,656,0,18,29,13,6,3,2,2024,1
16228,4,327,0,22,26,18,5,3,2,2024,0
16229,9,369,0,29,21,24,2,4,1,2024,0
16230,12,916,0,9,26,3,0,4,2,2024,1
16231,9,831,1,2,23,28,1,4,0,2024,1
16232,9,413,0,22,19,12,2,3,1,2023,1
16233,3,240,1,17,44,19,9,4,2,2024,0
16234,12,946,2,14,64,28,4,4,1,2024,1
16235,11,757,0,2,24,26,4,2,1,2024,1
16236,10,634,2,16,64,27,0,4,2,2023,1
16237,9,414,1,21,26,30,4,4,2,2023,1
16238,4,813,0,10,26,2,7,4,0,2024,1
16239,2,669,2,15,31,5,8,4,1,2024,1
16240,12,313,1,6,25,20,5,4,1,2024,0
16241,12,107,1,3,28,12,7,4,0,2024,1
16242,10,222,1,11,34,18,7,4,1,2024,0
16243,7,821,2,26,43,11,0,4,2,2024,1
16244,11,992,2,1,42,27,3,4,0,2024,1
16245,11,129,2,17,51,14,9,4,2,2024,1
16246,2,381,0,1,25,15,5,4,0,2024,1
16247,11,249,0,27,18,1,0,4,1,2024,0
16248,8,137,0,14,36,28,3,3,0,2023,1
16249,12,270,2,4,24,25,2,4,1,2024,1
16250,9,492,0,27,34,27,5,2,1,2024,1
16251,5,963,0,26,47,10,5,4,2,2024,1
16252,10,316,0,11,18,26,4,4,1,2024,0
16253,11,826,1,4,51,15,2,4,2,2024,1
16254,9,674,0,4,32,5,4,3,1,2023,1
16255,9,914,2,27,26,7,5,4,2,2024,1
16256,12,280,1,7,65,25,8,4,0,2024,1
16257,8,780,0,8,27,11,6,4,0,2024,0
16258,7,337,0,10,55,3,7,3,0,2024,1
16259,12,962,1,29,44,12,2,3,0,2024,1
16260,11,912,0,3,18,28,4,3,2,2024,0
16261,11,457,0,20,33,14,7,3,1,2023,1
16262,9,299,0,10,43,11,8,3,2,2024,1
16263,8,870,1,18,19,16,1,4,0,2024,0
16264,2,681,0,12,59,20,9,4,1,2024,0
16265,6,315,3,26,62,8,9,4,0,2024,1
16266,9,527,1,6,62,22,2,4,0,2024,1
16267,3,162,0,25,30,26,7,4,0,2024,1
16268,9,873,0,26,35,8,7,3,1,2024,0
16269,5,599,0,24,40,8,10,3,1,2024,1
16270,12,893,0,4,54,9,9,4,0,2024,0
16271,7,395,1,3,37,25,7,4,2,2024,1
16272,10,596,4,20,20,21,5,4,0,2023,1
16273,10,655,2,2,18,15,3,4,0,2024,1
16274,3,231,2,27,47,2,2,4,2,2024,1
16275,10,210,2,17,23,12,7,4,2,2024,1
16276,8,492,0,1,51,29,6,3,2,2023,1
16277,7,214,0,24,25,26,3,4,2,2024,1
16278,10,179,2,19,51,7,2,4,0,2024,0
16279,3,877,0,4,47,14,7,3,1,2024,1
16280,11,529,0,13,23,13,7,2,1,2024,1
16281,7,630,1,18,25,30,1,4,0,2024,0
16282,4,766,1,25,28,10,9,4,0,2024,1
16283,12,960,0,25,51,28,4,4,1,2023,1
16284,10,892,0,11,54,18,3,4,2,2023,1
16285,6,590,1,10,59,19,3,3,2,2024,1
16286,5,684,0,26,54,26,10,3,2,2024,1
16287,12,268,0,10,34,7,1,4,0,2023,1
16288,10,577,1,26,31,1,9,4,0,2024,1
16289,6,479,0,10,30,22,5,4,1,2024,0
16290,5,717,0,5,24,29,4,3,0,2024,1
16291,10,274,0,5,59,15,5,3,1,2024,0
16292,6,264,1,10,40,17,4,3,2,2024,1
16293,11,421,1,8,45,29,10,4,0,2024,1
16294,3,578,2,14,36,11,2,4,1,2024,1
16295,10,370,0,23,62,5,9,3,1,2023,1
16296,10,309,2,26,29,11,6,4,2,2024,0
16297,3,308,2,3,64,17,8,4,0,2024,1
16298,10,166,1,9,63,17,1,4,2,2023,1
16299,8,379,0,21,33,30,6,4,1,2024,1
16300,10,890,0,6,45,4,2,3,0,2023,1
16301,11,366,0,1,29,25,2,4,0,2023,1
16302,3,632,0,21,28,25,1,4,2,2024,1
16303,5,592,2,22,41,29,4,4,0,2024,1
16304,10,523,1,2,58,26,9,4,1,2024,0
16305,10,536,0,9,61,20,1,3,2,2023,1
16306,8,633,0,1,31,27,6,4,1,2023,0
16307,12,182,1,27,32,3,10,3,2,2024,1
16308,10,714,1,30,31,21,4,4,1,2024,1
16309,10,323,0,2,18,30,5,1,1,2024,1
16310,6,440,0,16,53,17,7,4,0,2024,0
16311,12,942,0,23,43,7,10,4,1,2024,1
16312,8,722,0,14,60,26,8,3,0,2023,1
16313,9,670,1,13,33,2,10,3,0,2024,0
16314,8,852,1,8,20,22,10,4,1,2024,1
16315,5,307,0,19,33,30,9,4,2,2024,0
16316,10,245,0,12,47,19,3,3,0,2024,0
16317,7,473,2,8,19,5,3,4,2,2024,1
16318,8,793,0,13,32,9,6,4,1,2024,0
16319,2,416,0,20,64,11,5,4,2,2024,1
16320,1,554,2,17,19,9,8,4,1,2024,1
16321,10,293,0,16,21,12,0,3,1,2024,0
16322,9,764,0,20,48,18,10,3,0,2023,1
16323,3,125,2,28,54,5,6,4,2,2024,1
16324,10,169,2,7,37,12,9,4,2,2024,1
16325,1,442,0,2,65,26,5,1,2,2024,1
16326,12,816,1,21,31,20,1,2,0,2024,1
16327,4,573,0,29,22,11,1,4,0,2024,0
16328,3,720,0,4,19,2,8,4,0,2024,0
16329,9,109,1,15,24,5,0,4,2,2024,1
16330,10,255,1,15,24,14,4,1,2,2024,1
16331,7,671,1,5,48,18,7,4,0,2024,0
16332,3,578,0,24,28,18,3,4,2,2024,0
16333,4,547,1,18,28,23,7,4,2,2024,1
16334,12,311,1,14,18,9,2,2,1,2024,1
16335,4,670,1,25,25,1,7,4,0,2024,1
16336,3,998,1,23,46,2,4,4,0,2024,0
16337,10,386,0,30,40,15,3,3,0,2024,0
16338,11,560,0,29,32,13,3,4,0,2024,1
16339,8,985,0,26,39,4,4,4,0,2024,1
16340,7,597,3,3,30,6,4,1,2,2024,1
16341,6,772,0,23,23,10,1,4,0,2024,0
16342,9,858,0,20,35,4,5,3,1,2024,0
16343,9,956,1,16,29,24,8,4,1,2024,1
16344,3,256,2,24,28,10,10,4,2,2024,1
16345,6,541,0,27,49,20,6,4,0,2024,0
16346,8,708,1,12,62,10,0,3,0,2024,1
16347,9,296,0,29,62,13,2,4,2,2024,0
16348,10,714,0,5,45,18,7,4,1,2024,0
16349,5,448,1,23,23,29,1,3,1,2024,1
16350,2,242,0,21,40,28,3,3,0,2024,1
16351,12,453,0,12,26,22,9,2,0,2024,1
16352,10,864,0,30,19,15,10,3,2,2024,0
16353,9,486,0,19,27,20,2,3,0,2024,0
16354,2,897,0,20,29,24,4,4,0,2024,0
16355,10,779,3,28,19,30,10,4,2,2024,1
16356,10,521,2,29,33,13,6,4,1,2024,0
16357,8,612,0,22,45,17,9,4,0,2023,0
16358,7,714,0,27,43,5,1,4,1,2024,0
16359,9,776,0,19,53,15,8,3,0,2024,0
16360,11,604,0,14,25,16,4,3,1,2023,1
16361,5,637,0,13,49,8,6,4,2,2024,0
16362,6,924,0,3,49,17,1,3,0,2024,0
16363,11,814,0,29,20,20,0,4,0,2024,1
16364,2,791,0,27,49,27,7,4,2,2024,0
16365,12,313,3,6,50,16,6,4,2,2024,1
16366,2,407,0,17,41,28,8,3,1,2024,1
16367,8,873,1,18,31,4,4,4,2,2024,0
16368,6,304,0,17,65,17,5,4,1,2024,0
16369,3,152,0,2,56,18,0,4,0,2024,0
16370,3,263,0,27,63,13,3,3,0,2024,1
16371,9,282,0,29,37,26,3,3,2,2023,1
16372,8,521,0,21,25,17,2,3,2,2023,1
16373,11,588,2,29,48,6,3,4,1,2024,1
16374,9,193,0,3,34,11,7,3,2,2024,1
16375,4,972,0,20,61,17,10,3,2,2024,0
16376,9,742,0,23,28,26,1,3,2,2023,0
16377,10,496,0,3,21,7,4,3,0,2024,0
16378,12,345,0,30,40,23,2,3,1,2023,1
16379,7,387,1,12,31,29,2,4,1,2024,1
16380,9,683,1,19,23,13,5,4,0,2024,0
16381,8,577,0,6,44,11,9,3,1,2024,1
16382,11,244,0,4,20,29,9,3,2,2024,0
16383,4,813,0,18,21,24,5,4,1,2024,1
16384,12,743,3,27,62,4,1,4,1,2024,1
16385,11,836,1,4,45,20,1,4,2,2023,1
16386,3,377,1,23,48,9,0,4,2,2024,1
16387,6,124,0,27,32,15,5,4,2,2024,0
16388,4,575,1,12,23,4,4,4,2,2024,0
16389,10,261,2,25,19,7,2,4,2,2024,1
16390,7,680,0,10,27,30,7,2,2,2024,1
16391,5,226,2,20,20,17,3,4,0,2024,1
16392,7,951,0,8,26,19,9,4,0,2024,0
16393,8,313,0,10,28,24,10,4,2,2024,0
16394,9,746,1,5,21,5,3,4,2,2024,0
16395,5,181,0,14,29,1,0,4,0,2024,0
16396,4,606,0,15,46,20,10,3,2,2024,0
16397,9,560,1,20,62,20,4,4,2,2024,1
16398,11,824,2,7,37,18,3,4,0,2024,1
16399,2,952,2,15,23,20,3,4,1,2024,0
16400,9,702,1,12,25,26,10,4,0,2024,0
16401,12,306,0,27,35,28,4,4,2,2024,0
16402,11,322,1,13,44,14,3,4,2,2024,1
16403,4,320,1,8,60,2,2,4,2,2024,1
16404,10,947,1,7,36,30,6,4,2,2024,0
16405,4,671,0,25,41,22,6,4,2,2024,1
16406,4,252,0,28,51,7,3,4,1,2024,0
16407,10,923,0,7,21,14,0,3,1,2023,1
16408,11,131,0,13,22,30,3,3,1,2023,1
16409,12,974,2,26,47,28,2,4,1,2024,0
